batch,network_type,group,pid,sid,status,award,turnout2,turnout2_frac,turnout3,turnout3_frac,p_time_taken,p_total_approvals,p_age,p_sex,p_ethnicity,p_country_of_birth,p_language,p_student_status,p_employment_status
3,homo,312,15,3280,P,20,2,1.0,3,1.0,561.0,4620,45,Male,White,United States,English,No,Unemployed (and job seeking)
3,homo,312,16,3281,P,21,2,1.0,3,1.0,124.0,2263,41,Male,DATA_EXPIRED,United States,English,No,DATA_EXPIRED
3,homo,312,17,3282,R,205,2,1.0,3,1.0,221.0,25,19,Male,Black,United States,English,Yes,DATA_EXPIRED
3,homo,312,18,3283,R,185,1,0.5,1,0.3333333333333333,212.0,19,66,Male,Black,United States,English,Yes,Part-Time
3,homo,312,19,3284,R,190,2,1.0,3,1.0,183.0,164,40,Male,White,United States,English,Yes,DATA_EXPIRED
3,homo,312,20,3285,P,19,2,1.0,3,1.0,218.0,857,33,Female,Black,United States,English,No,Part-Time
3,homo,312,21,3286,R,195,1,0.5,1,0.3333333333333333,137.0,2855,27,Male,White,United States,English,Yes,Full-Time
3,homo,312,22,3287,P,19,1,0.5,2,0.6666666666666666,133.0,1459,25,Female,White,United States,English,Yes,Part-Time
3,homo,312,23,3288,P,18,0,0.0,0,0.0,544.0,3,47,Male,Black,United States,English,No,Full-Time
3,homo,318,0,3409,P,20,2,1.0,3,1.0,159.0,6396,50,Female,White,United States,English,No,Full-Time
3,homo,318,1,3410,R,220,2,1.0,3,1.0,183.0,1989,30,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,318,2,3411,R,205,2,1.0,3,1.0,260.0,2562,37,Male,White,United States,English,No,DATA_EXPIRED
3,homo,318,3,3412,R,195,2,1.0,3,1.0,164.0,2938,34,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,homo,318,4,3413,P,21,1,0.5,1,0.3333333333333333,269.0,6,21,Male,White,United States,English,Yes,Part-Time
3,homo,318,5,3414,P,18,2,1.0,3,1.0,306.0,734,30,Female,Black,United States,English,No,Part-Time
3,homo,318,6,3415,P,22,2,1.0,3,1.0,311.0,1037,31,Female,Asian,United States,English,No,Part-Time
3,homo,318,7,3416,R,180,2,1.0,3,1.0,324.0,8326,46,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,318,8,3417,R,185,2,1.0,3,1.0,353.0,596,37,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,318,9,3418,P,19,2,1.0,3,1.0,160.0,11,34,Male,Mixed,United States,English,No,DATA_EXPIRED
3,homo,318,10,3419,P,19,1,0.5,1,0.3333333333333333,300.0,524,28,Female,White,United States,English,No,Full-Time
3,homo,318,11,3420,P,22,2,1.0,3,1.0,178.0,3353,43,Female,White,United States,English,No,Full-Time
3,homo,318,12,3421,R,210,1,0.5,2,0.6666666666666666,683.0,2236,26,Male,White,United States,English,No,Full-Time
3,homo,318,13,3422,R,200,2,1.0,3,1.0,285.0,2553,56,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,318,14,3423,P,18,2,1.0,3,1.0,242.0,2514,56,Female,White,United States,English,No,Due to start a new job within the next month
3,homo,318,15,3424,P,21,2,1.0,3,1.0,184.0,5640,53,Female,White,United States,English,No,Part-Time
3,homo,318,16,3425,P,20,0,0.0,0,0.0,282.0,1966,70,Male,Asian,United States,Chinese,No,DATA_EXPIRED
3,homo,318,17,3426,P,21,2,1.0,3,1.0,166.0,3219,66,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,318,18,3427,P,19,0,0.0,1,0.3333333333333333,270.0,1497,47,Female,Black,United States,English,No,Full-Time
3,homo,318,19,3428,P,20,2,1.0,3,1.0,181.0,1302,44,Female,White,United States,English,No,DATA_EXPIRED
3,homo,318,20,3429,P,18,2,1.0,3,1.0,190.0,943,43,Female,White,United States,English,No,Other
3,homo,318,21,3430,R,215,2,1.0,2,0.6666666666666666,824.0,869,50,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,318,22,3431,R,190,2,1.0,3,1.0,214.0,1446,33,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,318,23,3432,P,22,0,0.0,0,0.0,120.0,4529,64,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,0,3553,P,21,2,1.0,3,1.0,336.0,2209,43,Female,Black,United States,English,No,DATA_EXPIRED
3,homo,324,1,3554,P,22,2,1.0,3,1.0,111.0,387,32,Female,Mixed,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
3,homo,324,2,3555,P,18,2,1.0,3,1.0,107.0,970,25,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,3,3556,R,205,2,1.0,3,1.0,318.0,16,34,Female,White,United States,English,No,Part-Time
3,homo,324,4,3557,R,195,2,1.0,3,1.0,87.0,9,24,Female,White,United States,English,No,Full-Time
3,homo,324,5,3558,P,20,2,1.0,3,1.0,188.0,3304,28,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,6,3559,P,18,2,1.0,3,1.0,298.0,1318,35,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,7,3560,P,21,0,0.0,0,0.0,265.0,3110,31,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,8,3561,P,20,0,0.0,0,0.0,277.0,596,34,Female,White,United States,English,No,Full-Time
3,homo,324,9,3562,P,19,2,1.0,3,1.0,135.0,930,21,Male,White,United States,English,Yes,Part-Time
3,homo,324,10,3563,P,19,2,1.0,3,1.0,185.0,186,35,Male,Black,United States,English,No,DATA_EXPIRED
3,homo,324,11,3564,P,22,2,1.0,3,1.0,156.0,904,27,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,12,3565,R,200,1,0.5,2,0.6666666666666666,447.0,2643,37,Male,Asian,United States,English,No,Part-Time
3,homo,324,13,3566,R,215,2,1.0,3,1.0,203.0,143,30,Male,White,United States,English,Yes,DATA_EXPIRED
3,homo,324,14,3567,P,22,2,1.0,3,1.0,156.0,1801,34,Female,White,United States,English,No,Full-Time
3,homo,324,15,3568,P,19,2,1.0,3,1.0,105.0,6192,34,Male,White,United States,English,No,Full-Time
3,homo,324,16,3569,R,190,1,0.5,2,0.6666666666666666,1146.0,5008,27,Male,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,17,3570,P,18,2,1.0,3,1.0,127.0,1764,22,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,324,18,3571,R,180,2,1.0,3,1.0,329.0,2848,55,Female,White,United States,English,No,DATA_EXPIRED
3,homo,324,19,3572,P,20,2,1.0,3,1.0,344.0,858,39,Male,White,United States,English,DATA_EXPIRED,Full-Time
3,homo,324,20,3573,R,220,2,1.0,3,1.0,126.0,1162,20,Male,Asian,China,Mandarin,Yes,Part-Time
3,homo,324,21,3574,R,210,2,1.0,3,1.0,258.0,2128,36,Male,White,United States,English,No,Full-Time
3,homo,324,22,3575,P,21,2,1.0,3,1.0,230.0,280,42,Female,Black,United States,English,Yes,Due to start a new job within the next month
3,homo,324,23,3576,R,185,2,1.0,3,1.0,251.0,2960,33,Female,White,United States,English,No,Part-Time
1,hete,105,0,1097,R,210,2,1.0,3,1.0,169.0,2273,60,Male,White,Czech Republic,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,1,1098,P,19,1,0.5,2,0.6666666666666666,185.0,46,50,Female,White,United States,English,No,Part-Time
1,hete,105,2,1099,P,19,2,1.0,3,1.0,252.0,304,40,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,3,1100,P,22,2,1.0,3,1.0,166.0,2846,34,Male,White,United States,English,No,DATA_EXPIRED
1,hete,105,4,1101,R,200,2,1.0,2,0.6666666666666666,185.0,606,34,Female,White,United States,English,DATA_EXPIRED,Full-Time
1,hete,105,5,1102,R,190,2,1.0,3,1.0,237.0,1115,30,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,6,1103,P,21,2,1.0,3,1.0,256.0,3218,68,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,hete,105,7,1104,P,20,2,1.0,3,1.0,210.0,6,34,Male,White,United States,English,Yes,DATA_EXPIRED
1,hete,105,8,1105,P,20,2,1.0,2,0.6666666666666666,287.0,912,53,Female,White,United States,English,No,Full-Time
1,hete,105,9,1106,R,180,2,1.0,3,1.0,328.0,1455,27,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,10,1107,R,185,2,1.0,3,1.0,285.0,46,22,Female,Asian,United States,English,Yes,Other
1,hete,105,11,1108,P,19,2,1.0,3,1.0,102.0,2,38,Female,Mixed,United States,English,No,DATA_EXPIRED
1,hete,105,12,1109,R,215,1,0.5,2,0.6666666666666666,225.0,927,25,Male,White,United States,English,No,Full-Time
1,hete,105,13,1110,P,18,0,0.0,0,0.0,233.0,952,36,Female,White,United States,English,Yes,Full-Time
1,hete,105,14,1111,P,22,2,1.0,3,1.0,394.0,1512,29,Female,Black,United States,English,No,Full-Time
1,hete,105,15,1112,R,205,2,1.0,3,1.0,312.0,2638,48,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,16,1113,P,20,2,1.0,3,1.0,184.0,198,26,Female,White,United States,English,Yes,Unemployed (and job seeking)
1,hete,105,17,1114,R,220,2,1.0,3,1.0,216.0,698,28,Male,Asian,China,Chinese,No,Full-Time
1,hete,105,18,1115,R,195,2,1.0,3,1.0,134.0,2891,40,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,19,1116,P,18,2,1.0,3,1.0,167.0,2196,36,Male,White,United States,English,No,Full-Time
1,hete,105,20,1117,P,18,1,0.5,1,0.3333333333333333,394.0,764,27,Male,White,United States,English,Yes,Full-Time
1,hete,105,21,1118,P,21,2,1.0,3,1.0,398.0,2269,55,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,22,1119,P,21,2,1.0,3,1.0,282.0,3248,30,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,105,23,1120,P,22,1,0.5,2,0.6666666666666666,109.0,211,25,Female,DATA_EXPIRED,United States,English,Yes,DATA_EXPIRED
1,hete,111,0,1241,P,20,2,1.0,2,0.6666666666666666,108.0,788,37,Male,White,United States,English,No,Full-Time
1,hete,111,1,1242,R,220,2,1.0,3,1.0,245.0,1459,40,Male,White,United States,English,DATA_EXPIRED,Full-Time
1,hete,111,2,1243,R,180,2,1.0,3,1.0,764.0,3949,35,Male,Other,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,111,3,1244,P,18,2,1.0,3,1.0,370.0,2691,21,Female,Other,United States,English,Yes,DATA_EXPIRED
1,hete,111,4,1245,R,195,2,1.0,3,1.0,159.0,1437,43,Male,White,United States,English,No,Full-Time
1,hete,111,5,1246,P,18,0,0.0,0,0.0,157.0,17,18,Female,Mixed,Korea,English,Yes,Part-Time
1,hete,111,6,1247,P,19,0,0.0,0,0.0,113.0,28,28,Male,White,United States,English,No,Full-Time
1,hete,111,7,1248,P,19,2,1.0,3,1.0,289.0,111,53,Female,White,United States,English,No,DATA_EXPIRED
1,hete,111,8,1249,R,185,2,1.0,3,1.0,135.0,22,26,Male,Mixed,United States,English,No,Unemployed (and job seeking)
1,hete,111,9,1250,R,190,2,1.0,3,1.0,182.0,6330,55,Female,White,United States,English,No,Part-Time
1,hete,111,10,1251,R,215,2,1.0,3,1.0,152.0,1649,25,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,111,11,1252,R,200,2,1.0,3,1.0,204.0,1327,39,Female,Mixed,United States,English,No,Due to start a new job within the next month
1,hete,111,12,1253,P,21,2,1.0,3,1.0,204.0,5000,40,Male,Mixed,United States,English,No,Full-Time
1,hete,111,13,1254,P,19,2,1.0,2,0.6666666666666666,220.0,3405,34,Female,White,United States,English,No,Part-Time
1,hete,111,14,1255,P,22,2,1.0,3,1.0,147.0,4739,42,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,111,15,1256,R,205,2,1.0,3,1.0,280.0,2670,30,Female,White,United States,English,No,Part-Time
1,hete,111,16,1257,R,210,2,1.0,3,1.0,215.0,1477,26,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,111,17,1258,P,21,2,1.0,3,1.0,259.0,622,48,Female,Asian,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,111,18,1259,P,22,0,0.0,0,0.0,169.0,734,37,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,111,19,1260,P,22,2,1.0,3,1.0,105.0,4103,51,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,111,20,1261,P,20,0,0.0,0,0.0,336.0,1475,37,Female,White,United States,English,Yes,Full-Time
1,hete,111,21,1262,P,18,2,1.0,3,1.0,222.0,3,34,Female,Asian,Hong Kong,Chinese,No,DATA_EXPIRED
1,hete,111,22,1263,P,21,1,0.5,2,0.6666666666666666,158.0,1440,38,Female,White,United States,English,No,Unemployed (and job seeking)
1,hete,111,23,1264,P,20,2,1.0,3,1.0,148.0,832,43,Female,White,United States,English,No,Full-Time
1,hete,117,0,1385,P,22,2,1.0,3,1.0,273.0,801,50,Female,White,United States,English,No,Full-Time
1,hete,117,1,1386,P,21,2,1.0,3,1.0,213.0,2428,37,Male,White,United States,English,No,Part-Time
1,hete,117,2,1387,R,220,1,0.5,2,0.6666666666666666,172.0,1113,30,Female,White,United States,English,Yes,Full-Time
1,hete,117,3,1388,P,19,2,1.0,3,1.0,301.0,529,23,Female,Mixed,United States,English,No,Other
1,hete,117,4,1389,R,180,2,1.0,3,1.0,289.0,456,30,Male,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,117,5,1390,P,19,2,1.0,3,1.0,175.0,502,33,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,117,6,1391,P,20,2,1.0,3,1.0,133.0,2878,20,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,117,7,1392,P,20,2,1.0,3,1.0,272.0,6504,40,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,hete,117,8,1393,R,205,0,0.0,0,0.0,248.0,426,78,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,hete,117,9,1394,P,21,2,1.0,3,1.0,183.0,1838,34,Male,White,United States,English,No,Full-Time
1,hete,117,10,1395,P,18,2,1.0,3,1.0,154.0,527,26,Prefer not to say,White,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,hete,117,11,1396,R,185,2,1.0,3,1.0,403.0,2725,31,Male,White,United States,English,No,Full-Time
1,hete,117,12,1397,P,19,2,1.0,3,1.0,314.0,4003,33,Female,White,United States,English,DATA_EXPIRED,Full-Time
1,hete,117,13,1398,R,195,2,1.0,2,0.6666666666666666,156.0,3,25,Male,White,United States,English,Yes,DATA_EXPIRED
1,hete,117,14,1399,P,18,2,1.0,3,1.0,238.0,3385,31,Male,White,United States,English,No,Full-Time
1,hete,117,15,1400,P,20,1,0.5,2,0.6666666666666666,715.0,141,39,Female,Other,United States,English,No,Full-Time
1,hete,117,16,1401,P,21,2,1.0,3,1.0,98.0,5220,41,Male,Mixed,United States,English,No,Full-Time
1,hete,117,17,1402,P,22,2,1.0,3,1.0,1031.0,1599,29,Male,White,United States,English,Yes,Full-Time
1,hete,117,18,1403,R,215,2,1.0,3,1.0,328.0,1823,49,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,hete,117,19,1404,R,210,2,1.0,3,1.0,176.0,930,55,Female,White,United States,English,No,Part-Time
1,hete,117,20,1405,P,22,2,1.0,2,0.6666666666666666,332.0,4224,29,Female,Mixed,United States,English,No,Full-Time
1,hete,117,21,1406,P,18,1,0.5,2,0.6666666666666666,110.0,1549,21,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,hete,117,22,1407,R,200,0,0.0,0,0.0,273.0,2627,34,Female,White,United States,English,No,Full-Time
1,hete,117,23,1408,R,190,0,0.0,0,0.0,51.0,5339,30,Male,White,United States,English,No,Due to start a new job within the next month
2,hete,205,0,2097,P,18,2,1.0,3,1.0,171.0,2792,34,Male,White,United States,English,DATA_EXPIRED,Due to start a new job within the next month
2,hete,205,1,2098,P,18,2,1.0,3,1.0,185.0,1953,42,Female,Asian,Korea,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,205,2,2099,P,20,2,1.0,3,1.0,341.0,5904,45,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,205,3,2100,R,190,2,1.0,3,1.0,165.0,1984,46,Male,White,United States,English,No,Full-Time
2,hete,205,4,2101,P,20,0,0.0,0,0.0,51.0,212,19,Female,White,United States,English,Yes,Part-Time
2,hete,205,5,2102,R,185,2,1.0,3,1.0,321.0,357,27,Male,White,United States,English,No,Full-Time
2,hete,205,6,2103,P,22,2,1.0,3,1.0,91.0,161,24,Female,White,United States,English,No,Full-Time
2,hete,205,7,2104,R,180,2,1.0,3,1.0,301.0,4664,58,Male,White,United States,English,No,Full-Time
2,hete,205,8,2105,P,19,2,1.0,3,1.0,293.0,4341,48,Female,White,Lebanon,Arabic,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,hete,205,9,2106,R,220,0,0.0,0,0.0,181.0,288,30,Female,White,United States,English,No,Full-Time
2,hete,205,10,2107,P,18,1,0.5,2,0.6666666666666666,315.0,2076,76,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,205,11,2108,P,19,2,1.0,3,1.0,231.0,651,37,Female,White,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,hete,205,12,2109,R,200,2,1.0,3,1.0,138.0,3985,29,Male,White,United States,English,No,Full-Time
2,hete,205,13,2110,R,195,2,1.0,3,1.0,331.0,5569,39,Female,White,United States,English,No,Part-Time
2,hete,205,14,2111,R,210,2,1.0,3,1.0,145.0,11,29,Male,Other,United States,Spanish,Yes,Full-Time
2,hete,205,15,2112,P,21,2,1.0,3,1.0,288.0,25,28,Male,White,United States,English,No,Part-Time
2,hete,205,16,2113,P,21,2,1.0,3,1.0,267.0,1267,31,Male,Mixed,United States,English,No,Unemployed (and job seeking)
2,hete,205,17,2114,P,22,0,0.0,0,0.0,68.0,848,24,Female,Black,United States,English,Yes,DATA_EXPIRED
2,hete,205,18,2115,R,205,2,1.0,3,1.0,207.0,10,25,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,205,19,2116,P,22,2,1.0,3,1.0,202.0,1300,29,Male,White,United States,English,Yes,Full-Time
2,hete,205,20,2117,P,20,2,1.0,3,1.0,273.0,2028,30,Male,Black,Ethiopia,Amharic,No,Unemployed (and job seeking)
2,hete,205,21,2118,P,21,1,0.5,1,0.3333333333333333,255.0,715,27,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,hete,205,22,2119,R,215,2,1.0,3,1.0,114.0,261,28,Male,White,United States,English,No,Part-Time
2,hete,205,23,2120,P,19,0,0.0,0,0.0,137.0,215,19,Female,Asian,United States,Russian,Yes,Part-Time
2,hete,211,0,2241,P,21,2,1.0,3,1.0,258.0,4026,52,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,1,2242,R,190,2,1.0,3,1.0,278.0,266,29,Male,Black,DATA_EXPIRED,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,2,2243,P,18,1,0.5,1,0.3333333333333333,259.0,149,33,Male,White,United States,English,No,Part-Time
2,hete,211,3,2244,P,22,0,0.0,0,0.0,171.0,1876,51,Female,White,United States,English,No,Part-Time
2,hete,211,4,2245,P,21,0,0.0,0,0.0,255.0,132,25,Male,Black,United States,English,No,Full-Time
2,hete,211,5,2246,R,185,2,1.0,3,1.0,180.0,2331,33,Female,Asian,China,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,6,2247,R,210,0,0.0,0,0.0,173.0,465,33,Female,White,United States,English,DATA_EXPIRED,Part-Time
2,hete,211,7,2248,P,19,2,1.0,3,1.0,97.0,2276,28,Female,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,8,2249,P,20,2,1.0,3,1.0,243.0,607,34,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,9,2250,R,195,0,0.0,1,0.3333333333333333,680.0,240,45,Female,Black,United States,English,No,Part-Time
2,hete,211,10,2251,R,200,2,1.0,3,1.0,117.0,1804,46,Male,White,United States,English,No,Full-Time
2,hete,211,11,2252,R,205,0,0.0,0,0.0,99.0,408,33,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,12,2253,P,18,2,1.0,3,1.0,262.0,3026,53,Male,White,United States,English,No,DATA_EXPIRED
2,hete,211,13,2254,R,215,2,1.0,3,1.0,201.0,526,33,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,14,2255,P,19,2,1.0,3,1.0,196.0,4356,33,Male,White,United States,English,No,Unemployed (and job seeking)
2,hete,211,15,2256,P,20,2,1.0,3,1.0,332.0,301,42,Female,White,United States,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,hete,211,16,2257,P,21,1,0.5,2,0.6666666666666666,532.0,3425,38,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,hete,211,17,2258,P,18,2,1.0,3,1.0,230.0,661,56,Female,DATA_EXPIRED,United States,English,No,Part-Time
2,hete,211,18,2259,R,180,1,0.5,1,0.3333333333333333,238.0,72,56,Female,Other,United States,English,No,Full-Time
2,hete,211,19,2260,P,22,2,1.0,3,1.0,289.0,673,31,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,hete,211,20,2261,P,20,2,1.0,3,1.0,311.0,3113,38,Female,Asian,United States,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,21,2262,P,19,2,1.0,3,1.0,136.0,3754,38,Male,White,United States,English,Yes,Full-Time
2,hete,211,22,2263,P,22,2,1.0,3,1.0,208.0,226,37,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,211,23,2264,R,220,2,1.0,3,1.0,198.0,3295,33,Female,White,United States,English,No,Full-Time
2,hete,217,0,2385,P,21,2,1.0,3,1.0,373.0,1123,42,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,1,2386,P,19,2,1.0,3,1.0,224.0,165,40,Male,White,United States,English,No,Full-Time
2,hete,217,2,2387,P,19,0,0.0,0,0.0,410.0,204,70,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,3,2388,P,20,0,0.0,0,0.0,178.0,1304,40,Female,White,United States,English,DATA_EXPIRED,Full-Time
2,hete,217,4,2389,R,190,2,1.0,3,1.0,532.0,7,50,Male,White,United States,English,No,DATA_EXPIRED
2,hete,217,5,2390,P,22,2,1.0,3,1.0,108.0,3898,38,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,6,2391,P,18,2,1.0,3,1.0,200.0,5577,49,Female,White,United States,English,No,Part-Time
2,hete,217,7,2392,P,22,1,0.5,1,0.3333333333333333,200.0,837,38,Male,White,United States,English,No,Full-Time
2,hete,217,8,2393,R,185,2,1.0,3,1.0,373.0,855,27,Female,Asian,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,9,2394,P,20,2,1.0,3,1.0,196.0,4253,66,DATA_EXPIRED,DATA_EXPIRED,Canada,English,No,DATA_EXPIRED
2,hete,217,10,2395,P,22,2,1.0,2,0.6666666666666666,335.0,271,30,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,hete,217,11,2396,R,195,0,0.0,0,0.0,193.0,1355,27,Female,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,12,2397,R,180,2,1.0,3,1.0,196.0,2068,23,Male,White,United States,English,No,Unemployed (and job seeking)
2,hete,217,13,2398,P,19,2,1.0,3,1.0,164.0,3442,38,Male,White,United States,English,Yes,Full-Time
2,hete,217,14,2399,R,205,2,1.0,3,1.0,278.0,134,28,Male,Black,United States,English,No,Part-Time
2,hete,217,15,2400,P,18,2,1.0,3,1.0,264.0,3619,70,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,16,2401,R,220,0,0.0,0,0.0,367.0,2643,40,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,17,2402,P,20,2,1.0,3,1.0,283.0,1611,40,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,18,2403,P,21,0,0.0,0,0.0,205.0,75,29,Female,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,19,2404,R,200,2,1.0,3,1.0,229.0,74,24,Female,White,United States,English,No,DATA_EXPIRED
2,hete,217,20,2405,R,215,2,1.0,3,1.0,174.0,2640,41,Female,White,United States,English,No,Part-Time
2,hete,217,21,2406,R,210,2,1.0,3,1.0,357.0,840,34,Male,White,United States,English,No,Full-Time
2,hete,217,22,2407,P,21,0,0.0,0,0.0,435.0,1806,60,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,hete,217,23,2408,P,18,1,0.5,2,0.6666666666666666,133.0,729,31,Male,Asian,Korea,English,No,DATA_EXPIRED
3,hete,305,0,3097,P,18,2,1.0,3,1.0,159.0,1240,31,Male,White,United States,English,Yes,Full-Time
3,hete,305,1,3098,R,180,2,1.0,3,1.0,385.0,19,53,Female,White,United States,English,No,Full-Time
3,hete,305,2,3099,R,190,2,1.0,3,1.0,94.0,9,28,Female,White,United States,English,No,Full-Time
3,hete,305,3,3100,R,220,2,1.0,3,1.0,373.0,63,31,Male,Black,United States,English,No,Full-Time
3,hete,305,4,3101,P,22,1,0.5,2,0.6666666666666666,162.0,157,26,Male,White,Germany,English,Yes,Other
3,hete,305,5,3102,R,185,0,0.0,0,0.0,138.0,1628,22,Male,White,United States,English,No,Part-Time
3,hete,305,6,3103,P,19,2,1.0,3,1.0,161.0,3262,34,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,hete,305,7,3104,R,205,2,1.0,3,1.0,223.0,2677,51,Female,White,United States,English,DATA_EXPIRED,Full-Time
3,hete,305,8,3105,P,18,2,1.0,3,1.0,263.0,459,34,Male,White,United States,English,No,Part-Time
3,hete,305,9,3106,P,18,0,0.0,0,0.0,134.0,102,41,Female,White,United States,English,No,DATA_EXPIRED
3,hete,305,10,3107,P,20,2,1.0,3,1.0,149.0,5283,27,Male,Asian,United States,English,No,Full-Time
3,hete,305,11,3108,P,21,2,1.0,3,1.0,197.0,290,29,Male,White,United States,English,No,DATA_EXPIRED
3,hete,305,12,3109,P,19,2,1.0,3,1.0,438.0,4200,67,Female,White,United States,English,No,Full-Time
3,hete,305,13,3110,P,22,0,0.0,0,0.0,393.0,478,42,Female,Black,United States,English,No,Part-Time
3,hete,305,14,3111,P,21,2,1.0,3,1.0,331.0,1883,46,Male,White,United States,English,No,Full-Time
3,hete,305,15,3112,P,20,2,1.0,3,1.0,344.0,22,24,Female,Mixed,United States,English,No,DATA_EXPIRED
3,hete,305,16,3113,R,215,2,1.0,3,1.0,208.0,10,30,Male,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,hete,305,17,3114,P,21,2,1.0,3,1.0,126.0,370,25,Male,White,United States,English,No,DATA_EXPIRED
