sid,age,gender, race,education,religion,politics,income,percentile,tax,award_satisfied,award_dist_fair,result_satisfied,result_dist_fair,rationale,group_feel,network_type,group,status,batch
3199,26.0,F,A,BA,CA,1.0,6.0,50.0,,-2.0,-1.0,-1.0,-1.0,"I was basing the percent off only my initial score, trying to raise it as much as I could.",I feel like we were mostly on the same page.,poor,9,P,3
3200,66.0,M,W,AS,NR,-1.0,5.0,50.0,30.0,1.0,1.0,1.0,1.0,tried to maximize my score,I have no feelings about the other group members based on their voting decisions,poor,9,R,3
3201,36.0,F,W,BA,O,2.0,3.0,80.0,0.0,0.0,1.0,1.0,1.0,mathematical,unsure,poor,9,P,3
3202,48.0,F,B,HS,O,0.0,1.0,70.0,3.0,0.0,1.0,1.0,-2.0,,i dont feel anyway,poor,9,P,3
3203,32.0,M,A,BA,PR,2.0,4.0,40.0,5.0,-1.0,0.0,1.0,0.0,I wanted the distribution to be greater,I wish they would've voted for a higher tax.,poor,9,P,3
3204,,,,,,,,,,,,,,,,poor,9,R,3
3205,55.0,F,W,MA,CA,-1.0,5.0,45.0,18.0,-2.0,-1.0,1.0,1.0,I didn't want to make too big of a jump and see how my guess worked out after each round.,It didn't seem that the rich guys knew what they were doing.,poor,9,P,3
3206,34.0,F,P,AS,NR,-1.0,5.0,30.0,9.0,1.0,1.0,1.0,,I didn’t want to change so much.,"I think some changed too much, others stuck with what they believed.",poor,9,P,3
3207,24.0,M,W,HS,NR,0.0,1.0,80.0,20.0,0.0,1.0,1.0,1.0,To share my opinion,I think we all have a lot in common,poor,9,P,3
3208,34.0,F,B,MA,O,-2.0,6.0,40.0,25.0,0.0,1.0,-1.0,0.0,Looked at what everyone else was voting,Neutral,poor,9,P,3
3209,,,,,,,,,,,,,,,,poor,9,R,3
3210,38.0,M,W,MA,CA,-1.0,5.0,5.0,40.0,-1.0,-1.0,-1.0,0.0,I had a low score so I wanted a higher tax rate to balance things out.,"I think it's fine, it was a fun game I enjoyed it. Thanks for hosting!",poor,9,P,3
3211,39.0,M,H,BA,NR,-1.0,6.0,50.0,33.0,0.0,0.0,0.0,0.0,I was hoping to come out ahead but from having a lower initial score.,I have no strong feelings about them.,poor,9,P,3
3212,39.0,F,H,AS,NR,0.0,5.0,50.0,10.0,1.0,0.0,1.0,0.0,The reason I had was trying to get an average of what I thought others would have and if they didn't have my same viewpoint then I would try to adjust it.,I thought there was quite a bit of variation but overall I thought it was fine.,poor,9,R,3
3213,22.0,F,A,AS,O,-2.0,6.0,30.0,10.0,2.0,-2.0,1.0,0.0,"In the first few rounds I was happy to pay a higher percentage so that those who started with much lower initial scores could raise them. However, later on when the percentage became more than I was willing to give I reduced my vote significantly in hopes of reducing the median.",I think they make sense considering I was in the top percentage of the pool I could see and there were many people who started out with much less.,poor,9,R,3
3214,30.0,F,B,BA,NR,0.0,1.0,30.0,5.0,0.0,0.0,0.0,0.0,I based it off logic as best I could.,No feelings.,poor,9,P,3
3215,30.0,F,W,MA,PR,1.0,5.0,20.0,10.0,0.0,1.0,0.0,0.0,I used the statistics that were given to me,I feel okay and their decisions are okay,poor,9,R,3
3216,51.0,F,W,AS,PR,1.0,3.0,85.0,5.0,2.0,-1.0,2.0,-1.0,"Since I had the highest score to begin with, I just picked numbers that I thought would give others the best shot at receiving a bigger bonus.",I think everyone was trying to get the highest ending score possible.,poor,9,R,3
3217,41.0,M,W,BA,PR,-2.0,4.0,65.0,35.0,-2.0,-2.0,-2.0,-2.0,To try and equal out the scores as much as possible,I felt they were too greedy,rich,10,P,3
3218,,,,,,,,,,,,,,,,rich,10,P,3
3219,50.0,F,W,AS,NR,-2.0,4.0,60.0,10.0,0.0,-1.0,-1.0,-2.0,I was trying to keep the tax burden low.,"I feel neutral about the other participants and their decisions. I don't think this study reflects on any of us, one way or another.",rich,10,P,3
3220,37.0,M,B,HS,NR,0.0,3.0,65.0,30.0,-2.0,-2.0,-1.0,-1.0,"I wanted a higher bonus, so I chose a high tax percentage. I wanted to take some money away from the high earners and give it to the group.","They voted for a higher tax percentage than I thought, so I'm okay with it.",rich,10,P,3
3221,28.0,F,W,MA,CA,-2.0,6.0,35.0,12.0,-2.0,-1.0,-1.0,-1.0,I wanted to maximize my bonus. I voted for a large tax rate to force the participants with higher allotments to share some of theirs with me.,"I feel they were trying to maximize their own bonuses. For some, this meant voting for a low tax rate. For others, this meant also voting for a high tax rate.",rich,10,P,3
3222,37.0,F,W,HS,O,1.0,4.0,80.0,20.0,1.0,2.0,2.0,2.0,"For the most part, I was just trying to be on board with whatever everyone else was doing to try and make things fair.","Honestly, I feel quite neutral about it. I think everyone made the best decision that they could based off of the information that they had.",rich,10,P,3
3223,25.0,M,O,AS,NR,-2.0,3.0,70.0,5.0,1.0,-2.0,1.0,-1.0,I wanted to have more taxes since I was lower than most people I could see.,I am more neutral since I had a decent starting position.,rich,10,R,3
3224,24.0,F,W,HS,NR,-1.0,5.0,30.0,20.0,-2.0,-2.0,-2.0,-2.0,I voted high because myself and a few others had very low scores and that was the only thing that would get us higher,"I understand the ones with higher scores would want to hold onto their points, but we didn't do anything special to get out points; it was all random. So everyone else should have voted with the aim of trying to get everyone as equal scores as possible",rich,10,P,3
3225,,,,,,,,,,,,,,,,rich,10,P,3
3226,,,,,,,,,,,,,,,,rich,10,P,3
3227,,,,,,,,,,,,,,,,rich,10,P,3
3228,40.0,M,W,BA,CA,1.0,6.0,22.0,15.0,0.0,1.0,0.0,0.0,seemed like the scores were decreasing and i started in the middle,no issues,rich,10,R,3
3229,32.0,F,W,AS,O,-1.0,6.0,5.0,5.0,-1.0,0.0,1.0,0.0,I voted low so the rate would be lower,I think they may have voted higher for some reason. I don't like them.,rich,10,R,3
3230,25.0,F,H,HS,PR,,2.0,65.0,18.0,0.0,-2.0,0.0,-1.0,"I would benefit from taxing everyone, but didn't want to take advantage of them, so tried to average out my personal preference with their wishes",Not surprising,rich,10,P,3
3231,32.0,M,W,BA,NR,1.0,6.0,15.0,10.0,-2.0,0.0,-1.0,-1.0,I tried to be fair to all participants by using a tax rate that would help the worst-off participants while still leaving the best-off with a substantial bonus. I also voted under my ideal rate (40%ish) to keep the total rate close to that amount (as I rightly suspected that others would vote for a higher tax rate).,I was surprised that the tax rate ended up as high as it did. I assume a lot of the other members who started with a low score voted for astronomical tax rates.,rich,10,P,3
3232,33.0,F,A,BA,O,-1.0,6.0,25.0,15.0,2.0,1.0,1.0,-1.0,To decrease taxes for everyone,It helped those who started with lower scores most which makes sense.,rich,10,R,3
3233,28.0,M,B,AS,NR,-2.0,2.0,75.0,20.0,1.0,-1.0,1.0,1.0,I tried to keep things fair.,I think they also tried to keep things fair.,rich,10,R,3
3234,26.0,F,A,BA,NR,-2.0,2.0,70.0,10.0,2.0,-1.0,1.0,1.0,"I felt that since I had the maximum allocated score, I should be taxed to try to even out the distribution. However, I also did not want to be taxed too heavily either. Therefore, I stayed pretty consistent in the tax rates I chose since I felt they were fair. At the same time, I made sure these rates were lower than the chosen rate from the previous round in an attempt to try to keep the median somewhat lower.","While I felt the tax rates were pretty steep, objectively they did bring everyone's score to a much more even distribution. So while I was a little upset with how much I lost, I acknowledge that this was a more equitable result than if my rate had been chosen. Therefore, the rest of the group and their decisions ultimately make sense, even if it comes at my loss.",rich,10,R,3
3235,24.0,M,B,BA,NR,-1.0,4.0,45.0,5.0,-2.0,-1.0,-1.0,-1.0,A bigger bonus,Indifferent,rich,10,P,3
3236,43.0,M,W,MA,NR,0.0,4.0,40.0,15.0,1.0,0.0,-1.0,0.0,"Since my initial score was higher than the average score of all participants, I voted for the lowest possible tax rates.",I think their decisions were reasonable. They tried to maximize their score.,rich,10,R,3
3237,30.0,M,W,HS,NR,-2.0,2.0,40.0,10.0,0.0,1.0,0.0,0.0,,,rich,10,R,3
3238,59.0,F,W,AS,NR,0.0,3.0,40.0,3.0,0.0,1.0,1.0,1.0,To play the game,They voted in a way that they thought would be a bigger bonus,rich,10,R,3
3239,63.0,M,W,BA,PR,0.0,,10.0,35.0,-1.0,0.0,0.0,0.0,I wanted to win,Not really sure,rich,10,P,3
3240,32.0,M,W,BA,CA,1.0,6.0,50.0,0.0,-2.0,0.0,0.0,0.0,I didn't really see a fair reason for me to impose any sort of tax.,"I didn't really pay attention to them, to be honest.",rich,10,P,3
3241,50.0,F,W,AS,PR,-2.0,2.0,80.0,10.0,2.0,-1.0,1.0,-1.0,To maximize my bonus,I don't understand why they voted for such a high tax rate.,hete,11,R,3
3242,32.0,F,W,MA,PR,-1.0,5.0,60.0,2.0,1.0,-1.0,1.0,-1.0,To keep more money for myself,Some people probably did not make the best decisions for themselves,hete,11,R,3
3243,,,,,,,,,,,,,,,,hete,11,P,3
3244,,,,,,,,,,,,,,,,hete,11,P,3
3245,39.0,F,A,MA,CA,-1.0,6.0,60.0,40.0,-1.0,1.0,-1.0,0.0,I felt the inequality of the distribution of scores impacted my voting decisions.,I feel indifferent.  Other group members are responsible for their own decisions.,hete,11,P,3
3246,25.0,F,B,BA,NR,-1.0,5.0,30.0,4.0,0.0,-1.0,0.0,-1.0,I tried to make things fair for everyone.,They are okay with me.,hete,11,P,3
3247,,,,,,,,,,,,,,,,hete,11,P,3
3248,37.0,M,A,BA,NR,-1.0,4.0,60.0,35.0,-2.0,-2.0,-2.0,-2.0,I wanted to push the median higher so that people who started out with a low initial score would receive more after taxes and benefit redistribution,I believe a majority of the group members had a vested interest in keeping the median tax low so that they could keep most of their initial score,hete,11,P,3
3249,57.0,M,W,AS,PR,0.0,3.0,40.0,30.0,-1.0,-1.0,-1.0,,I wanted to contribute as much as possible without harming myself.,I feel they did the best they could with the tools we had.,hete,11,P,3
3250,29.0,M,W,BA,O,1.0,3.0,65.0,25.0,-2.0,-2.0,-2.0,-2.0,Anticipated more people would vote for a higher tax rate,I feel it was unfairly low,hete,11,P,3
3251,,,,,,,,,,,,,,,,hete,11,R,3
3252,31.0,M,W,BA,NR,0.0,5.0,25.0,25.0,-2.0,0.0,-1.0,0.0,I had less so I wanted a higher tax rate on those who had more.,Those at the top obviously wanted to keep more points so they wanted lower tax rates. I get it but as someone with less I didnt like it,hete,11,P,3
3253,28.0,M,W,BA,NR,0.0,5.0,10.0,30.0,-2.0,-2.0,-2.0,-1.0,"Since the median tax would be selected and I was near the bottom, I wanted as high a tax rate as possible, so I voted 100%  every time to drag the median up.","I am unhappy, but unsurprised. It’s unfair, but completely understandable for the people who started out with an advantage to want to preserve it. If any of my fellow disadvantaged participants decided to vote for a lower tax rate then was eventually settled on though, I think that’s utterly foolish and ridiculous. In a game like this, the lowest 20-25% should probably always be voting for a massively high tax just to drag up the median that gets settled on.",hete,11,P,3
3254,40.0,F,W,BA,NR,-2.0,4.0,54.0,12.0,0.0,1.0,0.0,-1.0,I just thought if I kept the same rate I would be ok.,I don't really have an opinion,hete,11,P,3
3255,26.0,M,A,BA,NR,-2.0,3.0,70.0,20.0,2.0,-2.0,0.0,0.0,I wanted to give some points but still have enough points left so that I can profit.,I believe everyone voted based on whats logical to each individuals,hete,11,R,3
3256,31.0,M,W,BA,PR,-1.0,4.0,70.0,3.0,1.0,0.0,1.0,0.0,To keep as much income as possible,I understand their reasoning,hete,11,R,3
3257,63.0,M,W,AS,NR,-2.0,2.0,91.0,14.0,-1.0,-1.0,-1.0,-1.0,i wanted the higher numbers to pay alot of taxes bec ause they could afford it,random,hete,11,P,3
3258,33.0,M,A,MA,NR,-1.0,4.0,25.0,30.0,-1.0,0.0,-1.0,1.0,I got a low starting number,Seemed reasonable,hete,11,P,3
3259,50.0,F,W,AS,PR,0.0,1.0,98.0,2.0,-2.0,0.0,-2.0,0.0,I was trying to be fair.,I'm sure everyone was looking out for their own best interest which is fair.,hete,11,P,3
3260,20.0,F,W,AS,CA,-1.0,6.0,15.0,10.0,2.0,-2.0,2.0,-1.0,I thought people were being too stingy and was surprised at how low the tax rate was considering I had one of the highest starting scores. I voted to up the taxes to redistribute my points to others,"I feel like they were surprisingly low, and that people were not as selfish as they could have been.",hete,11,R,3
3261,24.0,F,O,MA,NR,-2.0,5.0,10.0,10.0,2.0,0.0,2.0,0.0,I though it would be good to stay consistent and observe how the scores changed.,I'm interested in why they voted the way they did.,hete,11,R,3
3262,,,,,,,,,,,,,,,,hete,11,R,3
3263,25.0,F,W,BA,PR,-1.0,3.0,49.0,20.0,1.0,-1.0,1.0,-2.0,I wanted to make the most,They wanted more for less,hete,11,R,3
3264,40.0,F,W,BA,JE,0.0,5.0,15.0,30.0,-2.0,-2.0,-1.0,-1.0,I don't believe in taking too much away from people that for whatever reason have more than me.,I felt like it was fair.,hete,11,P,3
3265,25.0,M,W,HS,NR,0.0,3.0,20.0,12.0,0.0,1.0,-1.0,1.0,I was trying to lower my tax rate for the most part,"They did what they felt was right, and I respect it.",homo,12,P,3
3266,59.0,M,W,MA,CA,-1.0,2.0,80.0,10.0,2.0,0.0,-1.0,0.0,To make the tax rate lower,They voted too high of a percentage for sure,homo,12,R,3
3267,57.0,F,W,BA,NR,0.0,6.0,42.0,10.0,0.0,0.0,0.0,0.0,no particular reason,neutral,homo,12,R,3
3268,,,,,,,,,,,,,,,,homo,12,P,3
3269,,,,,,,,,,,,,,,,homo,12,P,3
3270,35.0,M,A,AS,PR,0.0,4.0,35.0,5.0,0.0,0.0,0.0,0.0,I was aiming to maintain a fair distribution amongst others.,I think they were voting cautiously and conservatively. I don't think they wanted to take big risks like myself.,homo,12,P,3
3271,31.0,M,W,BA,NR,-2.0,5.0,10.0,30.0,2.0,-2.0,2.0,-1.0,"If everyone gives 100%, it is then redistributed evenly to everyone. The fairest possible outcome.",I'm pleasantly surprised that the median was above 50. So I guess I'm pretty happy with them.,homo,12,R,3
3272,,,,,,,,,,,,,,,,homo,12,R,3
3273,36.0,F,W,HS,NR,-2.0,2.0,80.0,20.0,1.0,0.0,0.0,1.0,based off of gut and decisions of otherd,I'm indifferent,homo,12,P,3
3274,30.0,F,B,HS,O,-2.0,1.0,85.0,15.0,-2.0,0.0,-1.0,1.0,i was trying to accumulate as many points as i could get,they seem to be on the same page,homo,12,P,3
3275,44.0,M,H,HS,PR,-2.0,3.0,40.0,5.0,1.0,-2.0,-2.0,-1.0,I tried various choices to see what would happen,Some made off better than others.,homo,12,P,3
3276,22.0,M,W,HS,NR,-2.0,1.0,90.0,20.0,-1.0,0.0,1.0,1.0,I voted for a higher tax rate so that the scores would be distributed more evenly.,"Considering the final tax rate was close to what I had suggested, I am content with how the group voted.",homo,12,P,3
3277,32.0,M,W,AS,NR,-2.0,2.0,60.0,10.0,-2.0,-2.0,0.0,1.0,I was trying to get a higher score by increasing taxes because i knew more would be spread to us by the higher scores.,they did mostly as i expected.,homo,12,P,3
3278,58.0,M,W,BA,PR,2.0,3.0,10.0,15.0,0.0,2.0,0.0,1.0,,,homo,12,P,3
3279,43.0,F,W,MA,JE,-2.0,6.0,2.0,25.0,2.0,-1.0,1.0,-1.0,trying to maximize my score by minimizing the tax rate,"the rate didn't really change, so probably everyone did the same thing as I did",homo,12,R,3
3280,45.0,M,W,HS,CA,1.0,1.0,85.0,20.0,-1.0,-1.0,-1.0,1.0,I tried to maintain an even 20 percent to see what the group did.,I dont think they would vote that way in real life.,homo,12,P,3
3281,41.0,M,,AS,NR,0.0,3.0,70.0,12.0,0.0,1.0,0.0,0.0,I tried for an even approach. An approach that redistributes. An approach that lowers the median.,"All in all, I didn't feel there was that much of an impact in my voting and the voted tax rate seemed like madness.",homo,12,P,3
3282,19.0,M,B,HS,PR,-1.0,,80.0,35.0,1.0,0.0,1.0,1.0,I kinda guessed,They did good,homo,12,R,3
3283,,,,,,,,,,,,,,,,homo,12,R,3
3284,40.0,M,W,AS,NR,-1.0,2.0,80.0,10.0,-1.0,0.0,-1.0,0.0,I just wanted the lowest percentage for me and my fellow participants.,It's all good.,homo,12,R,3
3285,33.0,F,B,AS,PR,-1.0,2.0,60.0,30.0,0.0,0.0,1.0,1.0,I voted based on the tax rate percentage that was selected by the group for each round.,I feel that the other group members used their best judgment to make voting decisions.,homo,12,P,3
3286,,,,,,,,,,,,,,,,homo,12,R,3
3287,25.0,F,W,BA,NR,-2.0,1.0,95.0,40.0,-2.0,1.0,-1.0,-2.0,I selected the highest possible number so that the median score would be as high as possible,Mostly fine and unsurprised. I hoped that everyone would play similarly to me so that we would all get the most fair result but I’m not surprised by the actual outcome.,homo,12,P,3
3288,,,,,,,,,,,,,,,,homo,12,P,3
3289,50.0,M,W,MA,PR,-2.0,4.0,,,1.0,1.0,1.0,1.0,,,repr,13,R,3
3290,29.0,,W,AS,NR,-1.0,5.0,60.0,10.0,0.0,0.0,0.0,0.0,,,repr,13,P,3
3291,,,,,,,,,,,,,,,,repr,13,R,3
3292,41.0,F,W,AS,O,1.0,2.0,85.0,25.0,-1.0,-1.0,0.0,-1.0,i thought i was saying what  I thought i wanted the taxes to be,i am neutral everyone has their opinion,repr,13,P,3
3293,40.0,F,B,BA,NR,-1.0,3.0,56.0,17.0,2.0,0.0,-1.0,0.0,Looked at my own initial score and based on a logical assessment I stipulated the designated percentage.,I felt the voting decisions appeared higher than I wanted though most contestants started out with lower rates to begin with and as such the higher tax rate would deduct more from my base number.,repr,13,R,3
3294,35.0,M,A,BA,CA,-2.0,5.0,50.0,30.0,1.0,1.0,1.0,1.0,it is the most balance,fair group,repr,13,R,3
3295,25.0,M,B,AS,NR,-1.0,2.0,80.0,15.0,-2.0,-2.0,-2.0,-2.0,"I started with the least and ended with the least, it wasn't fair",The redistribution didnt change much for high scores and although mine doubled it still wasnt fair,repr,13,P,3
3296,37.0,M,B,BA,CA,1.0,5.0,15.0,25.0,1.0,-2.0,1.0,0.0,To gain the most points.,good to say the less,repr,13,R,3
3297,,,,,,,,,,,,,,,,repr,13,P,3
3298,63.0,M,W,BA,NR,-1.0,3.0,40.0,20.0,2.0,-2.0,2.0,-2.0,To balance scores for everyone,Okay… not sure why some scores remained so low.,repr,13,R,3
3299,38.0,M,A,MA,NR,0.0,6.0,15.0,25.0,-2.0,0.0,-2.0,0.0,hoping to have more final score,Not sharing the wealth,repr,13,P,3
3300,33.0,M,W,HS,PR,0.0,5.0,40.0,20.0,-2.0,-2.0,-1.0,-2.0,I was essentially trying to tax the rich but putting a somewhat high tax and it helped but not that much.,I thought it was overall too low. It didn't change the initial earnings remarkably to a more fair level.,repr,13,P,3
3301,42.0,F,W,HS,NR,-2.0,3.0,60.0,1.0,-1.0,1.0,-1.0,-1.0,I just tried to use my best judgement,I’m sure they tried their best too,repr,13,P,3
3302,,,,,,,,,,,,,,,,repr,13,P,3
3303,26.0,M,A,BA,NR,1.0,3.0,40.0,5.0,2.0,-2.0,-1.0,-2.0,"i wanted to keep the tax rates low but it seemed like the others kept pushing to go higher, so i tried to meet in the middle or lower end","respected them, but was interesting to see that everyone wanted to raise taxes each turn",repr,13,R,3
3304,40.0,M,B,MA,O,2.0,4.0,40.0,10.0,2.0,2.0,2.0,2.0,Did proper permutations,I feel they were trying to select numbers at random,repr,13,R,3
3305,22.0,F,B,BA,CA,-1.0,3.0,70.0,10.0,0.0,0.0,1.0,1.0,Im not too sure,I liked it.,repr,13,R,3
3306,37.0,F,W,MA,MU,,2.0,50.0,1.0,0.0,1.0,0.0,1.0,i tried my vote to be close to my group…,just fine,repr,13,P,3
3307,55.0,M,W,BA,MO,-1.0,6.0,10.0,30.0,-1.0,0.0,1.0,0.0,I started near the my current income tax rate. and then lightly adjusted to match the consensus.,the percentage I could see did not give me enough to think about the other group members.,repr,13,P,3
3308,36.0,M,W,BA,NR,0.0,5.0,50.0,20.0,-2.0,-1.0,-2.0,-1.0,I tried to keep my decision fair even though I could have put the tax at 100 to help lower other people and increase my amount.,"Given the end number it seemed like people tried to keep it fair, it was just a luck of the draw on how high or low your number was to start.",repr,13,P,3
3309,28.0,M,A,MA,CA,1.0,3.0,40.0,0.0,-2.0,-1.0,0.0,-1.0,I wanted to get the most amount of money,They chose themselves and that is ok,repr,13,P,3
3310,34.0,M,B,AS,NR,-1.0,3.0,60.0,24.0,-2.0,0.0,-1.0,0.0,I voted in the manner I did to see what impact if any it would have on my score.,I feel that the other members of the group probably voted in a way thar reflected their best interest and I'm OK with that.,repr,13,P,3
3311,28.0,F,W,AS,O,0.0,2.0,50.0,20.0,0.0,0.0,1.0,2.0,I voted for what I though was fair but also what I thought would align with others' vote.,Overall I am satisfied with the other group members' votes.,repr,13,P,3
3312,,,,,,,,,,,,,,,,repr,13,P,3
3313,40.0,M,W,HS,PR,0.0,3.0,75.0,10.0,0.0,1.0,1.0,1.0,I felt an even distribution was most fair and chose 100% tax to reflect that,I am fine with their choices.  They were free to vote how they felt was best and outcomes were fairly equal.,segr,14,P,3
3314,21.0,F,A,BA,O,-1.0,1.0,55.0,7.0,0.0,0.0,1.0,1.0,I followed the directions of the survey and calculated it according to the number of players in the game.,I feel satisfied with the decisions that other members made because it was similar to my decision.,segr,14,P,3
3315,,,,,,,,,,,,,,,,segr,14,P,3
3316,50.0,M,W,AS,CA,1.0,2.0,50.0,10.0,1.0,1.0,1.0,1.0,It was a 3 round voting game,They are hardworking,segr,14,P,3
3317,66.0,F,W,MA,NR,-1.0,2.0,62.0,15.0,1.0,1.0,1.0,1.0,Wanting the lower tax rates,Neutral - very anonymous,segr,14,P,3
3318,33.0,F,W,BA,NR,-2.0,2.0,30.0,12.0,0.0,0.0,1.0,1.0,"I chose an clear and even number at the start to see how others would vote themselves, then I changed it based on their responses on the following days.",I think everyone chose based on what was best for themselves.,segr,14,R,3
3319,33.0,M,A,BA,NR,0.0,6.0,10.0,15.0,2.0,2.0,2.0,2.0,I decided to just pick a percentage and stick with it.,Indifference,segr,14,R,3
3320,33.0,M,W,BA,NR,-1.0,6.0,10.0,25.0,-1.0,-1.0,0.0,0.0,"I didn't want to impose too heavy of a tax, but my initial allotment was wayy on the lower end","It was difficult for me to understand how the other group members voted, but in general it seemed like we were fairly aligned.",segr,14,P,3
3321,40.0,M,A,MA,NR,-1.0,6.0,40.0,20.0,-2.0,1.0,-2.0,1.0,I wanted everyone to be guarnateed the same highest amount,I wish they acted like I did,segr,14,P,3
3322,38.0,F,W,BA,PR,-2.0,4.0,45.0,25.0,2.0,-1.0,1.0,1.0,"I wanted to redistribute the wealth and make it even for everyone, but that did not happen.","I wish they chose to tax 100 percent and redistribute, but I wasn't mad at them for not doing so.",segr,14,R,3
3323,36.0,M,A,BA,NR,-2.0,5.0,20.0,25.0,0.0,1.0,1.0,1.0,I felt that due to my high score that I should limit the tax rate.,Felt that it was to be expected.,segr,14,R,3
3324,,,,,,,,,,,,,,,,segr,14,R,3
3325,29.0,F,W,MA,CA,1.0,5.0,25.0,27.0,1.0,1.0,2.0,1.0,"The scores I could see were all similar, so I went with a lower tax rate that I thought was fair to everyone","I feel like they each chose a fair amount. From the score I could see, I ended with similar scores, so I'm happy with the overall decisions being made.",segr,14,P,3
3326,,,,,,,,,,,,,,,,segr,14,P,3
3327,35.0,M,H,AS,NR,-1.0,4.0,30.0,15.0,0.0,0.0,-1.0,0.0,Initially I didn't have enough information and chose a higher rate that to distribute points that wouldn't allow some room for other participants to get lucky. I found it to be fair because we all put in the exact same amount of effort. I decided not to adjust higher or lower because the rate was staying the same and I didn't know if that would throw off the group's expectations.,Everything was fine. I think other group members were thinking similarly after the initial voting decision.,segr,14,P,3
3328,26.0,M,A,AS,NR,-1.0,2.0,75.0,10.0,-1.0,1.0,1.0,1.0,I wanted to keep the tax rate low so I started at 10%,I think we were similarly aligned with wanting to try to keep the rates low,segr,14,P,3
3329,41.0,F,W,MA,JE,0.0,5.0,20.0,10.0,0.0,1.0,0.0,1.0,Gut feelings mostly,Indifferent,segr,14,R,3
3330,40.0,F,W,AS,NR,-1.0,4.0,30.0,2.0,0.0,0.0,1.0,1.0,"I don't understand it, honestly.",I think they did what they could.,segr,14,P,3
3331,39.0,F,W,BA,CA,0.0,6.0,10.0,20.0,0.0,0.0,-1.0,-1.0,I feel as though the other members I could not see had to have very low starting values.  Otherwise I would not have helped with the wealth redistribution.  I was the lowest out of those I could see so I assumed I was still not high.,I feel like the tax was not moving and not truly a mean,segr,14,R,3
3332,35.0,M,A,MA,BU,-1.0,5.0,5.0,33.0,-1.0,1.0,1.0,1.0,To try and maximize my gains but also to equalize incomes across all,"I felt it was fair and equal, relatively speaking",segr,14,P,3
3333,23.0,M,O,BA,NR,-1.0,5.0,10.0,20.0,1.0,0.0,1.0,1.0,To maximize my earnings,I feel good about their decisions and feel that they were fair.,segr,14,R,3
3334,39.0,F,W,BA,O,-1.0,4.0,70.0,15.0,0.0,1.0,1.0,1.0,I honestly just tried to keep up with the others,Good. Everyone seemed to be on the same page,segr,14,P,3
3335,64.0,F,W,HS,NR,0.0,3.0,65.0,15.0,1.0,-1.0,1.0,1.0,Honestly I had no idea what I was doing.  I assumed the lower the tax rate the more money I would get. j I also figured something in the median of what others would choose.,I felt quite a few voted high.,segr,14,P,3
3336,40.0,F,W,MA,PR,-1.0,4.0,60.0,5.0,2.0,1.0,0.0,0.0,I wanted everyone to have a low tax rate so that they could stay near their original distribution.,I wonder why they chose a high tax amount given that most of the players in the group had a high tax rate. I didn't see a reason why we would need a large shift in the scores.,segr,14,R,3
3337,,,,,,,,,,,,,,,,poor,15,P,3
3338,41.0,F,N,HS,O,-1.0,2.0,60.0,10.0,-1.0,-1.0,1.0,-1.0,I thought the tax rate should stay lower at first but slowly raised my vote a bit as I saw it would help me out in the end.,I feel good about everything overall,poor,15,P,3
3339,34.0,F,W,AS,NR,-2.0,3.0,49.0,11.0,-2.0,0.0,0.0,-1.0,I was trying to vote what would be in my best interest,I feel kind of nuetral about it.,poor,15,P,3
3340,51.0,F,W,MA,NR,-1.0,2.0,59.0,20.0,0.0,-1.0,-1.0,1.0,"In the beginning I was unsure how to approach my voting decision so I started with 25% knowing everyone except for the few with significantly more points would benefit. Then when I found the median of the group was higher, I increased my percentage of tax as well.","Overall, I feel positive about the other group members and found what I thought was a desirable outcome was reflected in their choice of higher percentage of tax.",poor,15,P,3
3341,32.0,M,W,BA,PR,-2.0,4.0,50.0,15.0,1.0,1.0,0.0,0.0,I tried to keep the number low but realistic.,I think that they looked out for their best interests.,poor,15,P,3
3342,35.0,F,W,BA,NR,-1.0,5.0,40.0,10.0,-1.0,0.0,0.0,0.0,"I didn't want to too high, but didn't want to stay too low because I wanted the top people to pay their fair share.",Fine. Not surprising.,poor,15,P,3
3343,,,,,,,,,,,,,,,,poor,15,R,3
3344,26.0,F,O,HS,NR,0.0,6.0,,,0.0,1.0,1.0,1.0,,,poor,15,P,3
3345,43.0,F,B,AS,PR,1.0,1.0,80.0,15.0,-2.0,-2.0,-2.0,-2.0,"I wanted the wealthiest people to pay a fair share and also fo the people at the bottom, me included to get a fair earning.",I believe that the other group members and their voting decisions were rather fair.,poor,15,P,3
3346,38.0,O,A,AS,NR,-2.0,2.0,90.0,20.0,0.0,2.0,0.0,2.0,I went with a ballpark figure of what the majority of other people were voting,"I feel neutral about it? I mean, I don't feel that it matters very much to me personally.",poor,15,P,3
3347,,,,,,,,,,,,,,,,poor,15,P,3
3348,30.0,F,B,BA,O,0.0,4.0,60.0,25.0,2.0,0.0,2.0,-1.0,I actually based the tax rate on the lowest score. I chose a percentage that wouldn't take too much from them as I already had a huge score compared to my pool.,"I believe it was fair, the ones with the lowest score saw a minor bump to their numbers.",poor,15,R,3
3349,40.0,F,W,AS,CA,2.0,5.0,50.0,0.0,0.0,1.0,0.0,0.0,If I voted the lowest and it was in middle.picked I tried to keep it low as possible,Neutral,poor,15,R,3
